anio;LINEA;TOTAL
02/2018;"LINEA 93";597100
02/2018;"LINEA 95";547382
02/2018;"LINEA 96";1345592
02/2018;"LINEA 97";344345
02/2018;"LINEA 98";1573087
02/2018;"LINEA A";4277560
02/2018;"LINEA B";5698728
02/2018;"LINEA C";3589440
02/2018;"LINEA D";4898843
02/2018;"LINEA E";1376093
02/2018;"LINEA H";1933177
02/2018;"LINEA OESTE";1238784
02/2018;"LINEA PREMETRO";52861
02/2018;"LINEA SIN NUMERO (COOP 6 DE JULIO)";52429
02/2018;"LINEA SUR MUNICIPAL";253139
02/2018;LINEA_099;331090
02/2018;LINEA_500-503;227707
02/2018;"NORTE MUNICIPAL";391269
02/2018;"SARMIENTO DIESEL MORENO - MERCEDES";2185
02/2018;"SARMIENTO MERLO - LOBOS";2386
01/2018;BSAS_LINEA_504_ITUZAINGO;21722
01/2018;"FFCC BELGRANO NORTE";1964996
01/2018;"FFCC BELGRANO SUR";1142043
01/2018;"FFCC MITRE";130948
01/2018;"FFCC MITRE-SUAREZ";1971104
01/2018;"FFCC MITRE-TIGRE";2539082
01/2018;"FFCC ROCA";11805545
01/2018;"FFCC SAN MARTIN";2642900
01/2018;"FFCC SARMIENTO";5452846
01/2018;"FFCC TREN DE LA COSTA";25758
01/2018;"FFCC URQUIZA";1900080
01/2018;"LINEA 031";1092847
01/2018;"LINEA 061";199993
01/2018;"LINEA 1";338537
01/2018;"LINEA 10";707780
01/2018;"LINEA 100";955152
01/2018;"LINEA 101";1100317
01/2018;"LINEA 102";615417
01/2018;"LINEA 103";689813
01/2018;"LINEA 105";806082
01/2018;"LINEA 106";908736
01/2018;"LINEA 107";780797
01/2018;"LINEA 108";525043
01/2018;"LINEA 109";650955
01/2018;"LINEA 110";873738
01/2018;"LINEA 111";557125
01/2018;"LINEA 112";271971
01/2018;"LINEA 113";874228
01/2018;"LINEA 114";622431
01/2018;"LINEA 115";474584
01/2018;"LINEA 117";907348
01/2018;"LINEA 118";690981
01/2018;"LINEA 12";1371896
01/2018;"LINEA 123";317209
01/2018;"LINEA 124";725883
01/2018;"LINEA 126";1035227
01/2018;"LINEA 127";557824
01/2018;"LINEA 128";542523
01/2018;"LINEA 129";913571
01/2018;"LINEA 130";1103550
01/2018;"LINEA 132";1611543
01/2018;"LINEA 133";538011
01/2018;"LINEA 134";670422
01/2018;"LINEA 135";653105
01/2018;"LINEA 136 BS AS";588676
01/2018;"LINEA 140";581032
01/2018;"LINEA 141";585311
01/2018;"LINEA 143";315846
01/2018;"LINEA 146";771765
01/2018;"LINEA 148";2029725
01/2018;"LINEA 15";1638256
01/2018;"LINEA 150";521272
01/2018;"LINEA 151";792026
01/2018;"LINEA 152";2249319
01/2018;"LINEA 153 BS AS";317164
01/2018;"LINEA 154";128679
01/2018;"LINEA 158";434382
01/2018;"LINEA 159";2092970
01/2018;"LINEA 160";1229697
01/2018;"LINEA 161";1396528
01/2018;"LINEA 163 BS AS";341697
01/2018;"LINEA 165";807371
01/2018;"LINEA 166";1103775
01/2018;"LINEA 168";1041145
01/2018;"LINEA 169";455279
01/2018;"LINEA 17";1025114
01/2018;"LINEA 172";499278
01/2018;"LINEA 174 BS AS";686790
01/2018;"LINEA 175";348831
01/2018;"LINEA 176";1901376
01/2018;"LINEA 177";592514
01/2018;"LINEA 178";1286950
01/2018;"LINEA 179";380566
01/2018;"LINEA 180";1747269
01/2018;"LINEA 181";607683
01/2018;"LINEA 182";1111542
01/2018;"LINEA 184";445870
01/2018;"LINEA 185";260732
01/2018;"LINEA 188";781976
01/2018;"LINEA 19";598820
01/2018;"LINEA 193";169783
01/2018;"LINEA 194";606035
01/2018;"LINEA 195";307670
01/2018;"LINEA 2";779999
01/2018;"LINEA 20";391841
01/2018;"LINEA 200";78682
01/2018;"LINEA 202";830718
01/2018;"LINEA 203";3623716
01/2018;"LINEA 204";292445
01/2018;"LINEA 204B";155143
01/2018;"LINEA 205";249336
01/2018;"LINEA 21";2066466
01/2018;"LINEA 214";435031
01/2018;"LINEA 215";145512
01/2018;"LINEA 218";894318
01/2018;"LINEA 219";622589
01/2018;"LINEA 22";660945
01/2018;"LINEA 222";117965
01/2018;"LINEA 225";39988
01/2018;"LINEA 228 B";225114
01/2018;"LINEA 228A";53576
01/2018;"LINEA 228C";194213
01/2018;"LINEA 228E";265536
01/2018;"LINEA 228F";342167
01/2018;"LINEA 23";287880
01/2018;"LINEA 236";2565590
01/2018;"LINEA 237";1536741
01/2018;"LINEA 238";461091
01/2018;"LINEA 239A";486268
01/2018;"LINEA 239B";191901
01/2018;"LINEA 24";1012175
01/2018;"LINEA 242";2069472
01/2018;"LINEA 243";87236
01/2018;"LINEA 244";261694
01/2018;"LINEA 245";173834
01/2018;"LINEA 247";1210819
01/2018;"LINEA 25";511524
01/2018;"LINEA 252";491578
01/2018;"LINEA 253 BS AS";46544
01/2018;"LINEA 256";32724
01/2018;"LINEA 257";951518
01/2018;"LINEA 26";775650
01/2018;"LINEA 263A";280981
01/2018;"LINEA 263B";312880
01/2018;"LINEA 264";408633
01/2018;"LINEA 266";1821040
01/2018;"LINEA 269";1461627
01/2018;"LINEA 271";771531
01/2018;"LINEA 273";918320
01/2018;"LINEA 275";612344
01/2018;"LINEA 276";979038
01/2018;"LINEA 277";205192
01/2018;"LINEA 278";1079084
01/2018;"LINEA 28";2063301
01/2018;"LINEA 281";474469
01/2018;"LINEA 283";835060
01/2018;"LINEA 284";227271
01/2018;"LINEA 288";283055
01/2018;"LINEA 289";522237
01/2018;"LINEA 29";910105
01/2018;"LINEA 291";722677
01/2018;"LINEA 293A";388397
01/2018;"LINEA 293B";249086
01/2018;"LINEA 295";491140
01/2018;"LINEA 297";378403
01/2018;"LINEA 298";722669
01/2018;"LINEA 299";500129
01/2018;"LINEA 300";508678
01/2018;"LINEA 302";530451
01/2018;"LINEA 303";770856
01/2018;"LINEA 304";903907
01/2018;"LINEA 306";1590533
01/2018;"LINEA 307";819842
01/2018;"LINEA 310";182356
01/2018;"LINEA 311";870146
01/2018;"LINEA 312";489812
01/2018;"LINEA 313";80967
01/2018;"LINEA 314";1103790
01/2018;"LINEA 315";580987
01/2018;"LINEA 317 BS AS";553631
01/2018;"LINEA 318";1560307
01/2018;"LINEA 320";114433
01/2018;"LINEA 321 BS AS";171505
01/2018;"LINEA 322 BS AS";481880
01/2018;"LINEA 323";514771
01/2018;"LINEA 324";2202500
01/2018;"LINEA 325";337737
01/2018;"LINEA 326";154361
01/2018;"LINEA 327";501556
01/2018;"LINEA 328";662913
01/2018;"LINEA 329";399410
01/2018;"LINEA 32A";393916
01/2018;"LINEA 33";1072569
01/2018;"LINEA 333";464695
01/2018;"LINEA 336";194567
01/2018;"LINEA 338";1774991
01/2018;"LINEA 34";1116249
01/2018;"LINEA 341";1121170
01/2018;"LINEA 343";1278453
01/2018;"LINEA 350";567016
01/2018;"LINEA 354";821535
01/2018;"LINEA 355";48193
01/2018;"LINEA 36";315869
01/2018;"LINEA 365";2524469
01/2018;"LINEA 37";1077335
01/2018;"LINEA 370";254290
01/2018;"LINEA 371";966432
01/2018;"LINEA 372";140779
01/2018;"LINEA 373";359093
01/2018;"LINEA 378";1021505
01/2018;"LINEA 379";64896
01/2018;"LINEA 382";517951
01/2018;"LINEA 383";611148
01/2018;"LINEA 384";170282
01/2018;"LINEA 385";374821
01/2018;"LINEA 386";265496
01/2018;"LINEA 388";134893
01/2018;"LINEA 39";1348816
01/2018;"LINEA 390";280046
01/2018;"LINEA 391";732424
01/2018;"LINEA 392";199663
01/2018;"LINEA 394";620496
01/2018;"LINEA 395";482251
01/2018;"LINEA 4";662005
01/2018;"LINEA 403";31306
01/2018;"LINEA 404";740701
01/2018;"LINEA 405";404270
01/2018;"LINEA 406";765823
01/2018;"LINEA 407";420742
01/2018;"LINEA 41";960594
01/2018;"LINEA 410";150107
01/2018;"LINEA 414";38387
01/2018;"LINEA 418";71881
01/2018;"LINEA 42";687203
01/2018;"LINEA 421";74088
01/2018;"LINEA 422";807337
01/2018;"LINEA 429";107169
01/2018;"LINEA 430";34868
01/2018;"LINEA 435";43548
01/2018;"LINEA 436";169279
01/2018;"LINEA 437";366435
01/2018;"LINEA 44";722018
01/2018;"LINEA 440";2503074
01/2018;"LINEA 441";461273
01/2018;"LINEA 443";48366
01/2018;"LINEA 443A";228481
01/2018;"LINEA 445";194772
01/2018;"LINEA 446";34361
01/2018;"LINEA 448";1161523
01/2018;"LINEA 449";469286
01/2018;"LINEA 45";825145
01/2018;"LINEA 46";623760
01/2018;"LINEA 461";72177
01/2018;"LINEA 462";51113
01/2018;"LINEA 463";432772
01/2018;"LINEA 464";278640
01/2018;"LINEA 47";730939
01/2018;"LINEA 49";299336
01/2018;"LINEA 5";801858
01/2018;"LINEA 50";642203
01/2018;"LINEA 500B";23210
01/2018;"LINEA 500C";34815
01/2018;"LINEA 500D";1258956
01/2018;"LINEA 500G";549530
01/2018;"LINEA 500H";121253
01/2018;"LINEA 501 A";1319695
01/2018;"LINEA 501B";405937
01/2018;"LINEA 501C";2232905
01/2018;"LINEA 501D";52555
01/2018;"LINEA 501E";64678
01/2018;"LINEA 501F";151212
01/2018;"LINEA 501G";4538347
01/2018;"LINEA 501H";32901
01/2018;"LINEA 501I";296530
01/2018;"LINEA 502";7811
01/2018;"LINEA 502A";5795
01/2018;"LINEA 502B";44273
01/2018;"LINEA 503";232303
01/2018;"LINEA 503 B";340830
01/2018;"LINEA 503 ESTE";689812
01/2018;"LINEA 503 ESTE LA PLATA";151538
01/2018;"LINEA 503A BS AS";913006
01/2018;"LINEA 503C";75217
01/2018;"LINEA 503H (RIVAS)";103631
01/2018;"LINEA 504A";1649577
01/2018;"LINEA 504B";19761
01/2018;"LINEA 504C";72797
01/2018;"LINEA 505 AMBA ALMIRANTE BROWN";469041
01/2018;"LINEA 505 D";362778
01/2018;"LINEA 505C";30432
01/2018;"LINEA 505E";1933
01/2018;"LINEA 506";141434
01/2018;"LINEA 506 AMBA ALMIRANTE BROWN";739976
01/2018;"LINEA 506A";140470
01/2018;"LINEA 506B";5792
01/2018;"LINEA 506F";222687
01/2018;"LINEA 507";110424
01/2018;"LINEA 507B";81394
01/2018;"LINEA 508";118587
01/2018;"LINEA 508A";159256
01/2018;"LINEA 508C";31880
01/2018;"LINEA 509";133029
01/2018;"LINEA 509C";79203
01/2018;"LINEA 51";669211
01/2018;"LINEA 510A";147261
01/2018;"LINEA 510B";719954
01/2018;"LINEA 511";36440
01/2018;"LINEA 511A";3133
01/2018;"LINEA 511B";334531
01/2018;"LINEA 512";43030
01/2018;"LINEA 513";1797
01/2018;"LINEA 513A";151801
01/2018;"LINEA 514";763769
01/2018;"LINEA 515";543518
01/2018;"LINEA 518";1111343
01/2018;"LINEA 518 LA PLATA";29051
01/2018;"LINEA 520A";698154
01/2018;"LINEA 520B";378199
01/2018;"LINEA 520C";265321
01/2018;"LINEA 521 A";204509
01/2018;"LINEA 521 AMBA ALMIRANTE BROWN";57371
01/2018;"LINEA 522";26079
01/2018;"LINEA 523";178886
01/2018;"LINEA 524";287949
01/2018;"LINEA 526";378370
01/2018;"LINEA 527";116855
01/2018;"LINEA 53";1315991
01/2018;"LINEA 532";412038
01/2018;"LINEA 540 BSAS";423106
01/2018;"LINEA 541";437666
01/2018;"LINEA 542";305132
01/2018;"LINEA 543";525546
01/2018;"LINEA 544";454899
01/2018;"LINEA 548";269978
01/2018;"LINEA 549";63416
01/2018;"LINEA 55";917891
01/2018;"LINEA 550 BSAS";243835
01/2018;"LINEA 551";195477
01/2018;"LINEA 552 BSAS";282372
01/2018;"LINEA 553 BSAS";294028
01/2018;"LINEA 56";478757
01/2018;"LINEA 561";121043
01/2018;"LINEA 561B";36137
01/2018;"LINEA 562";288142
01/2018;"LINEA 564";340420
01/2018;"LINEA 57";1271599
01/2018;"LINEA 570";378727
01/2018;"LINEA 580";183499
01/2018;"LINEA 582";460424
01/2018;"LINEA 583";274979
01/2018;"LINEA 584";288364
01/2018;"LINEA 585";578894
01/2018;"LINEA 586";106835
01/2018;"LINEA 59";1807809
01/2018;"LINEA 6";379042
01/2018;"LINEA 60";2014640
01/2018;"LINEA 603";480687
01/2018;"LINEA 61";64676
01/2018;"LINEA 619";351061
01/2018;"LINEA 62";261220
01/2018;"LINEA 620";2312625
01/2018;"LINEA 621";936862
01/2018;"LINEA 622";981847
01/2018;"LINEA 624";862949
01/2018;"LINEA 628";107720
01/2018;"LINEA 63";750471
01/2018;"LINEA 630";433606
01/2018;"LINEA 634";469050
01/2018;"LINEA 635 BS AS";235033
01/2018;"LINEA 64";804381
01/2018;"LINEA 65";792725
01/2018;"LINEA 67";678831
01/2018;"LINEA 670";849713
01/2018;"LINEA 68";1200430
01/2018;"LINEA 7";483202
01/2018;"LINEA 70";654655
01/2018;"LINEA 707";1210325
01/2018;"LINEA 71";1259606
01/2018;"LINEA 710";711046
01/2018;"LINEA 720";1845642
01/2018;"LINEA 721";1124023
01/2018;"LINEA 722";149277
01/2018;"LINEA 723";378634
01/2018;"LINEA 74";330992
01/2018;"LINEA 740";840097
01/2018;"LINEA 741";349898
01/2018;"LINEA 749";882322
01/2018;"LINEA 75";235428
01/2018;"LINEA 76";768254
01/2018;"LINEA 78";731473
01/2018;"LINEA 79";467235
01/2018;"LINEA 8";878148
01/2018;"LINEA 80";1196179
01/2018;"LINEA 84";560694
01/2018;"LINEA 85";1454707
01/2018;"LINEA 86";697738
01/2018;"LINEA 87";731268
01/2018;"LINEA 88";688463
01/2018;"LINEA 9";888845
01/2018;"LINEA 90";360103
01/2018;"LINEA 91";936756
01/2018;"LINEA 92";1171359
01/2018;"LINEA 93";623626
01/2018;"LINEA 95";577137
01/2018;"LINEA 96";1464758
01/2018;"LINEA 97";383771
01/2018;"LINEA 98";1661126
01/2018;"LINEA 99";79483
01/2018;"LINEA A";4550315
01/2018;"LINEA B";6042102
01/2018;"LINEA C";3770516
01/2018;"LINEA D";4797164
01/2018;"LINEA E";1401290
01/2018;"LINEA H";1994792
01/2018;"LINEA OESTE";1240878
01/2018;"LINEA PREMETRO";58442
01/2018;"LINEA SIN NUMERO (COOP 6 DE JULIO)";57851
01/2018;"LINEA SUR MUNICIPAL";244944
01/2018;LINEA_099;272467
01/2018;LINEA_500-503;254191
01/2018;"NORTE MUNICIPAL";378558
12/2017;BSAS_LINEA_504_ITUZAINGO;29957
12/2017;"FFCC BELGRANO NORTE";1815288
12/2017;"FFCC BELGRANO SUR";1166494
12/2017;"FFCC MITRE";151274
12/2017;"FFCC MITRE-SUAREZ";2038040
12/2017;"FFCC MITRE-TIGRE";2631619
12/2017;"FFCC MITRE-ZARATE";1590
12/2017;"FFCC ROCA";11979341
12/2017;"FFCC SAN MARTIN";3525901
12/2017;"FFCC SARMIENTO";5488074
12/2017;"FFCC TREN DE LA COSTA";19488
12/2017;"FFCC URQUIZA";1749179
12/2017;"LINEA 031";1216812
12/2017;"LINEA 1";408837
12/2017;"LINEA 10";786409
12/2017;"LINEA 100";1075484
12/2017;"LINEA 101";1176726
12/2017;"LINEA 102";677868
12/2017;"LINEA 103";775855
12/2017;"LINEA 105";902327
12/2017;"LINEA 106";1075935
12/2017;"LINEA 107";893319
12/2017;"LINEA 108";562779
12/2017;"LINEA 109";751880
12/2017;"LINEA 110";1037434
12/2017;"LINEA 111";613913
12/2017;"LINEA 112";284687
12/2017;"LINEA 113";970293
12/2017;"LINEA 114";778968
12/2017;"LINEA 115";594631
12/2017;"LINEA 117";1018170
12/2017;"LINEA 118";802874
12/2017;"LINEA 12";1539118
12/2017;"LINEA 123";349314
12/2017;"LINEA 124";827759
12/2017;"LINEA 126";1176089
12/2017;"LINEA 127";607993
12/2017;"LINEA 128";621203
12/2017;"LINEA 129";1231436
12/2017;"LINEA 130";1201355
12/2017;"LINEA 132";1846602
12/2017;"LINEA 133";611238
12/2017;"LINEA 134";744224
12/2017;"LINEA 135";737787
12/2017;"LINEA 136 BS AS";672572
12/2017;"LINEA 140";642127
12/2017;"LINEA 141";690539
12/2017;"LINEA 143";434869
12/2017;"LINEA 146";820543
12/2017;"LINEA 148";2273748
12/2017;"LINEA 15";1824440
12/2017;"LINEA 150";608340
12/2017;"LINEA 151";877784
12/2017;"LINEA 152";2553568
12/2017;"LINEA 153 BS AS";366028
12/2017;"LINEA 154";143620
12/2017;"LINEA 158";485619
12/2017;"LINEA 159";2114590
12/2017;"LINEA 160";1407766
12/2017;"LINEA 161";1570491
12/2017;"LINEA 163 BS AS";419753
12/2017;"LINEA 165";875952
12/2017;"LINEA 166";1243148
12/2017;"LINEA 168";1194637
12/2017;"LINEA 169";534295
12/2017;"LINEA 17";1169464
12/2017;"LINEA 172";567797
12/2017;"LINEA 174 BS AS";788708
12/2017;"LINEA 175";405912
12/2017;"LINEA 176";2140331
12/2017;"LINEA 177";657665
12/2017;"LINEA 178";1440755
12/2017;"LINEA 179";415352
12/2017;"LINEA 180";1912506
12/2017;"LINEA 181";690557
12/2017;"LINEA 182";1286382
12/2017;"LINEA 184";516020
12/2017;"LINEA 185";354840
12/2017;"LINEA 188";914575
12/2017;"LINEA 19";664516
12/2017;"LINEA 193";167535
12/2017;"LINEA 194";650948
12/2017;"LINEA 195";315607
12/2017;"LINEA 2";900954
12/2017;"LINEA 20";429526
12/2017;"LINEA 200";95858
12/2017;"LINEA 202";1030249
12/2017;"LINEA 203";3693065
12/2017;"LINEA 204";326383
12/2017;"LINEA 204B";190231
12/2017;"LINEA 205";327672
12/2017;"LINEA 21";2163324
12/2017;"LINEA 214";544936
12/2017;"LINEA 215";168222
12/2017;"LINEA 218";975559
12/2017;"LINEA 219";750485
12/2017;"LINEA 22";699186
12/2017;"LINEA 222";150397
12/2017;"LINEA 225";35170
12/2017;"LINEA 228 B";241186
12/2017;"LINEA 228A";56900
12/2017;"LINEA 228C";236405
12/2017;"LINEA 228E";302117
12/2017;"LINEA 228F";368960
12/2017;"LINEA 23";336921
12/2017;"LINEA 236";2370171
12/2017;"LINEA 237";1751757
12/2017;"LINEA 238";539362
12/2017;"LINEA 239A";584445
12/2017;"LINEA 239B";230772
12/2017;"LINEA 24";1148206
12/2017;"LINEA 242";2369750
12/2017;"LINEA 243";94967
12/2017;"LINEA 244";273406
12/2017;"LINEA 245";206795
12/2017;"LINEA 247";1369276
12/2017;"LINEA 25";587346
12/2017;"LINEA 252";570519
12/2017;"LINEA 253 BS AS";58726
12/2017;"LINEA 256";32446
12/2017;"LINEA 257";1114016
12/2017;"LINEA 26";894946
12/2017;"LINEA 263A";290622
12/2017;"LINEA 263B";377822
12/2017;"LINEA 264";465896
12/2017;"LINEA 266";2114634
12/2017;"LINEA 269";1622033
12/2017;"LINEA 271";953231
12/2017;"LINEA 273";1138162
12/2017;"LINEA 275";694800
12/2017;"LINEA 276";1075175
12/2017;"LINEA 277";248437
12/2017;"LINEA 278";1243154
12/2017;"LINEA 28";2175670
12/2017;"LINEA 281";519740
12/2017;"LINEA 283";951455
12/2017;"LINEA 284";262820
12/2017;"LINEA 288";302588
12/2017;"LINEA 289";559500
12/2017;"LINEA 29";1009822
12/2017;"LINEA 291";752596
12/2017;"LINEA 293A";453911
12/2017;"LINEA 293B";285080
12/2017;"LINEA 295";574875
12/2017;"LINEA 297";408992
12/2017;"LINEA 298";817314
12/2017;"LINEA 299";592960
12/2017;"LINEA 300";574998
12/2017;"LINEA 302";602897
12/2017;"LINEA 303";781224
12/2017;"LINEA 304";986636
12/2017;"LINEA 306";1799030
12/2017;"LINEA 307";1028656
12/2017;"LINEA 310";206145
12/2017;"LINEA 311";957510
12/2017;"LINEA 312";559379
12/2017;"LINEA 313";87511
12/2017;"LINEA 314";1308276
12/2017;"LINEA 315";603595
12/2017;"LINEA 317 BS AS";636003
12/2017;"LINEA 318";1770139
12/2017;"LINEA 320";135209
12/2017;"LINEA 321 BS AS";199741
12/2017;"LINEA 322 BS AS";516816
12/2017;"LINEA 323";649471
12/2017;"LINEA 324";2455939
12/2017;"LINEA 325";370884
12/2017;"LINEA 326";204029
12/2017;"LINEA 327";560187
12/2017;"LINEA 328";754366
12/2017;"LINEA 329";455173
12/2017;"LINEA 32A";364300
12/2017;"LINEA 33";1183085
12/2017;"LINEA 333";566180
12/2017;"LINEA 336";233096
12/2017;"LINEA 338";1933899
12/2017;"LINEA 34";1270618
12/2017;"LINEA 341";1300825
12/2017;"LINEA 343";1439812
12/2017;"LINEA 350";582462
12/2017;"LINEA 354";952096
12/2017;"LINEA 355";52160
12/2017;"LINEA 36";401827
12/2017;"LINEA 365";2800089
12/2017;"LINEA 37";1150505
12/2017;"LINEA 370";293901
12/2017;"LINEA 371";1073404
12/2017;"LINEA 372";159175
12/2017;"LINEA 373";449985
12/2017;"LINEA 378";1153639
12/2017;"LINEA 379";96580
12/2017;"LINEA 382";573774
12/2017;"LINEA 383";693755
12/2017;"LINEA 384";204295
12/2017;"LINEA 385";422000
12/2017;"LINEA 386";279062
12/2017;"LINEA 388";141652
12/2017;"LINEA 39";1511951
12/2017;"LINEA 390";287626
12/2017;"LINEA 391";739822
12/2017;"LINEA 392";234416
12/2017;"LINEA 394";688628
12/2017;"LINEA 395";536310
12/2017;"LINEA 4";683410
12/2017;"LINEA 403";25056
12/2017;"LINEA 404";867991
12/2017;"LINEA 405";480423
12/2017;"LINEA 406";849424
12/2017;"LINEA 407";477683
12/2017;"LINEA 41";1070909
12/2017;"LINEA 410";228483
12/2017;"LINEA 414";41649
12/2017;"LINEA 418";76767
12/2017;"LINEA 42";768504
12/2017;"LINEA 421";83138
12/2017;"LINEA 422";873665
12/2017;"LINEA 429";123236
12/2017;"LINEA 430";45097
12/2017;"LINEA 435";53047
12/2017;"LINEA 436";194959
12/2017;"LINEA 437";427143
12/2017;"LINEA 44";771281
12/2017;"LINEA 440";2855261
12/2017;"LINEA 441";513273
12/2017;"LINEA 443";53865
12/2017;"LINEA 443A";256342
12/2017;"LINEA 445";248775
12/2017;"LINEA 446";42402
12/2017;"LINEA 448";1366369
12/2017;"LINEA 449";575122
12/2017;"LINEA 45";880116
12/2017;"LINEA 46";693041
12/2017;"LINEA 461";93685
12/2017;"LINEA 462";69735
12/2017;"LINEA 463";502730
12/2017;"LINEA 464";315022
12/2017;"LINEA 47";845211
12/2017;"LINEA 49";344069
12/2017;"LINEA 5";947206
12/2017;"LINEA 50";730663
12/2017;"LINEA 500B";26136
12/2017;"LINEA 500C";48221
12/2017;"LINEA 500D";1426195
12/2017;"LINEA 500G";599305
12/2017;"LINEA 500H";142847
12/2017;"LINEA 501 A";1511667
12/2017;"LINEA 501B";456749
12/2017;"LINEA 501C";2612288
12/2017;"LINEA 501D";52145
12/2017;"LINEA 501E";73466
12/2017;"LINEA 501F";183984
12/2017;"LINEA 501G";4996088
12/2017;"LINEA 501H";34820
12/2017;"LINEA 501I";344139
12/2017;"LINEA 502";8498
12/2017;"LINEA 502A";6928
12/2017;"LINEA 502B";51622
12/2017;"LINEA 503";260020
12/2017;"LINEA 503 B";381777
12/2017;"LINEA 503 ESTE";897095
12/2017;"LINEA 503 ESTE LA PLATA";168424
12/2017;"LINEA 503A BS AS";1024232
12/2017;"LINEA 503C";87707
12/2017;"LINEA 503H (RIVAS)";122676
12/2017;"LINEA 504A";1825255
12/2017;"LINEA 504B";18949
12/2017;"LINEA 504C";138898
12/2017;"LINEA 505 D";397740
12/2017;"LINEA 505C";60339
12/2017;"LINEA 505E";1711
12/2017;"LINEA 506";160618
12/2017;"LINEA 506A";171992
12/2017;"LINEA 506B";10226
12/2017;"LINEA 506F";264102
12/2017;"LINEA 507";132042
12/2017;"LINEA 507B";91946
12/2017;"LINEA 508";141280
12/2017;"LINEA 508A";164768
12/2017;"LINEA 508C";34697
12/2017;"LINEA 509";155942
12/2017;"LINEA 509C";97873
12/2017;"LINEA 51";738156
12/2017;"LINEA 510A";164943
12/2017;"LINEA 510B";770833
12/2017;"LINEA 511";47545
12/2017;"LINEA 511A";3174
12/2017;"LINEA 511B";358006
12/2017;"LINEA 512";43100
12/2017;"LINEA 513";1239
12/2017;"LINEA 513A";152672
12/2017;"LINEA 514";921205
12/2017;"LINEA 515";636275
12/2017;"LINEA 518";1225816
12/2017;"LINEA 518 LA PLATA";40672
12/2017;"LINEA 520A";736319
12/2017;"LINEA 520B";477874
12/2017;"LINEA 520C";321375
12/2017;"LINEA 521 A";235922
12/2017;"LINEA 522";34870
12/2017;"LINEA 523";211203
12/2017;"LINEA 524";331419
12/2017;"LINEA 526";467088
12/2017;"LINEA 527";141348
12/2017;"LINEA 53";1456481
12/2017;"LINEA 532";492080
12/2017;"LINEA 540 BSAS";519756
12/2017;"LINEA 541";508232
12/2017;"LINEA 542";349303
12/2017;"LINEA 543";623067
12/2017;"LINEA 544";552505
12/2017;"LINEA 548";352355
12/2017;"LINEA 55";1019079
12/2017;"LINEA 550 BSAS";315281
12/2017;"LINEA 551";235780
12/2017;"LINEA 552 BSAS";342946
12/2017;"LINEA 553 BSAS";333891
12/2017;"LINEA 56";509393
12/2017;"LINEA 561";145480
12/2017;"LINEA 561B";39788
12/2017;"LINEA 562";343950
12/2017;"LINEA 564";397222
12/2017;"LINEA 57";1331027
12/2017;"LINEA 570";468061
12/2017;"LINEA 580";200471
12/2017;"LINEA 582";549646
12/2017;"LINEA 583";318575
12/2017;"LINEA 584";342768
12/2017;"LINEA 585";686631
12/2017;"LINEA 586";133276
12/2017;"LINEA 59";2002715
12/2017;"LINEA 6";420344
12/2017;"LINEA 60";2373797
12/2017;"LINEA 603";552110
12/2017;"LINEA 61";247121
12/2017;"LINEA 619";396257
12/2017;"LINEA 62";289998
12/2017;"LINEA 620";2656691
12/2017;"LINEA 621";987403
12/2017;"LINEA 622";1099011
12/2017;"LINEA 624";978929
12/2017;"LINEA 628";128958
12/2017;"LINEA 63";879293
12/2017;"LINEA 630";533194
12/2017;"LINEA 634";529403
12/2017;"LINEA 635 BS AS";256537
12/2017;"LINEA 64";858054
12/2017;"LINEA 65";906299
12/2017;"LINEA 67";761301
12/2017;"LINEA 670";988981
12/2017;"LINEA 68";1426704
12/2017;"LINEA 7";574229
12/2017;"LINEA 70";751419
12/2017;"LINEA 707";1384030
12/2017;"LINEA 71";1464539
12/2017;"LINEA 710";815676
12/2017;"LINEA 720";2047442
12/2017;"LINEA 721";1269410
12/2017;"LINEA 722";179002
12/2017;"LINEA 723";426822
12/2017;"LINEA 74";371633
12/2017;"LINEA 740";949324
12/2017;"LINEA 741";413047
12/2017;"LINEA 749";1078481
12/2017;"LINEA 75";261617
12/2017;"LINEA 76";836267
12/2017;"LINEA 78";816748
12/2017;"LINEA 79";568693
12/2017;"LINEA 8";987269
12/2017;"LINEA 80";1378560
12/2017;"LINEA 84";620808
12/2017;"LINEA 85";1660378
12/2017;"LINEA 86";737507
12/2017;"LINEA 87";805007
12/2017;"LINEA 88";714420
12/2017;"LINEA 9";938639
12/2017;"LINEA 90";458793
12/2017;"LINEA 91";979693
12/2017;"LINEA 92";1381579
12/2017;"LINEA 93";698913
12/2017;"LINEA 95";661388
12/2017;"LINEA 96";1630154
12/2017;"LINEA 97";410721
12/2017;"LINEA 98";1946135
12/2017;"LINEA 99";406424
12/2017;"LINEA A";4986094
12/2017;"LINEA B";6427823
12/2017;"LINEA C";4123065
12/2017;"LINEA D";5907811
12/2017;"LINEA E";1672806
12/2017;"LINEA H";2329064
12/2017;"LINEA OESTE";1541876
12/2017;"LINEA PREMETRO";69416
12/2017;"LINEA SIN NUMERO (COOP 6 DE JULIO)";62962
12/2017;"LINEA SUR MUNICIPAL";305154
12/2017;LINEA_500-503;308367
12/2017;"NORTE MUNICIPAL";492172
11/2017;BSAS_LINEA_504_ITUZAINGO;37981
11/2017;"FFCC BELGRANO NORTE";2061332
