PERIODO;MODO;JURISDICCION;GRUPO TARIFARIO;EMPRESA;LINEA;Suma de CANTIDAD;ACTUALIZACION
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS PRIMERA JUNTA S.A;LINEA 501E;48866;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS PRIMERA JUNTA S.A;LINEA 504C;127073;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS PRIMERA JUNTA S.A;LINEA 583;299751;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS QUILMES S.A.C.I. Y F.;LINEA 584;377593;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS QUILMES S.A.C.I. Y F.;LINEA 603;568319;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS QUILMES S.A.C.I. Y F.;LINEA 619;367715;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS TIGRE S.A.;LINEA 505A;3163;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS TIGRE S.A.;LINEA 506B;3382;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS TIGRE S.A.;LINEA 508A;141949;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS TIGRE S.A.;LINEA 511A;24;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS TIGRE S.A.;LINEA 513A;181225;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;NUEVO IDEAL S.A.;LINEA 620;2801279;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 506C;866198;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 521B;68798;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;SARGENTO CABRAL S.A.DE TRANSPORTE;LINEA 741;435676;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTE DEL SUR S.R.L.;LINEA 515;638730;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTE IDEAL SAN JUSTO S.A.;LINEA 621;1029252;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES LA PERLITA S.A.;LINEA 501G;5084581;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 500H;17219;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 503;706699;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 506;178105;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 507;210906;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 508;35428;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 509C;37807;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 511;6486;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 512;424;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 513;634;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.;LINEA 500D;1579836;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;YITOS S.A.;LINEA 541;463873;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;YITOS S.A.;LINEA 543;582518;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;YITOS S.A.;LINEA 544;564194;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;YITOS S.A.;LINEA 561;147702;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.1.;YITOS S.A.;LINEA 562;337911;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA;LINEA 500-503;215301;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA;LINEA 6JUL;55853;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;EMPRESA DE TRANSPORTES SANTA RITA  SRL;LINEA 500B;25637;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;EMPRESA J.M. EZEIZA S.R.L.;LINEA 518;1307653;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;EMPRESA NUEVE DE JULIO S.A.T.;LINEA 508C;32406;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;EMPRESA NUEVE DE JULIO S.A.T.;LINEA 561B;31799;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;EMPRESA NUEVE DE JULIO S.A.T.;LINEA OESTE;1572899;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.;LINEA 501B;437508;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;EMRESA MONTERREY S.R.L.;LINEA 506A;174322;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;EXPRESO EMPALME LOBOS S.R.L.;LINEA 501D;41281;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;EXPRESO EMPALME LOBOS S.R.L.;LINEA 502A;4011;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;LA CENTRAL DE ESCOBAR SA;LINEA 520A;729496;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;LA PRIMERA DE LA ESCONDIDA SRL;LINEA 509;134097;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;LINEA EXPRESO LINIERS S.A.I.Y C.;LINEA 502;6579;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;MICRO OMNIBUS GRAL PACHECO SRL;LINEA 721;1349843;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;MICRO OMNIBUS TIGRE S.A.;LINEA 505C;32182;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;MICRO OMNIBUS TIGRE S.A.;LINEA 720;2043660;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;PILAR BUS S.A;LINEA 510B;737751;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;RUTA BUS S.A.;LINEA 501H;33590;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;RUTA BUS S.A.;LINEA 511B;367432;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 503C;50178;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;SERGIO A. RIVAS S.R.L;LINEA 503H;104479;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;TRANSPORTE 11 DE JUNIO S.R.L.;LINEA 500C;45773;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;TRANSPORTE 11 DE JUNIO S.R.L.;LINEA 501F;188445;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;TRANSPORTE 11 DE JUNIO S.R.L.;LINEA 502B;49646;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;TRANSPORTE 11 DE JUNIO S.R.L.;LINEA 503E;80406;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;TRANSPORTES LA PERLITA S.A.;LINEA 500;618385;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;UNION PLATENSE SRL;LINEA 502 SUR;308146;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;UNION PLATENSE SRL;LINEA 520C;379709;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;UNION PLATENSE SRL;LINEA_NORTE MUNICIPAL;499682;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS;LINEA 723;485879;201903
201512;COLECTIVO;MUNICIPAL;U.M.A.2.;UTENOR SA L 722;LINEA 722;163249;201903
201512;COLECTIVO;NACIONAL;D.F.;17 DE AGOSTO S.A.;LINEA 26;969128;201903
201512;COLECTIVO;NACIONAL;D.F.;COLECTIVEROS UNIDOS S.A.;LINEA 106;1056119;201903
201512;COLECTIVO;NACIONAL;D.F.;D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR;LINEA 44;792420;201903
201512;COLECTIVO;NACIONAL;D.F.;EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A;LINEA 108;562501;201903
201512;COLECTIVO;NACIONAL;D.F.;GENERAL TOMAS GUIDO S.A.C.I.F.;LINEA 25;644383;201903
201512;COLECTIVO;NACIONAL;D.F.;GENERAL TOMAS GUIDO S.A.C.I.F.;LINEA 84;607136;201903
201512;COLECTIVO;NACIONAL;D.F.;JUAN B. JUSTO S.A.T.C.I.;LINEA 34;1296150;201903
201512;COLECTIVO;NACIONAL;D.F.;LA NUEVA METROPOL S.A.;LINEA 65;953296;201903
201512;COLECTIVO;NACIONAL;D.F.;LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.;LINEA 47;882953;201903
201512;COLECTIVO;NACIONAL;D.F.;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;LINEA 151;938176;201903
201512;COLECTIVO;NACIONAL;D.F.;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;LINEA 90;534319;201903
201512;COLECTIVO;NACIONAL;D.F.;MICROOMNIBUS BARRANCAS DE BELGRANO S.A.;LINEA 118;1027159;201903
201512;COLECTIVO;NACIONAL;D.F.;NUDO S.A.;LINEA 107;852057;201903
201512;COLECTIVO;NACIONAL;D.F.;NUDO S.A.;LINEA 50;787664;201903
201512;COLECTIVO;NACIONAL;D.F.;NUDO S.A.;LINEA 6;503986;201903
201512;COLECTIVO;NACIONAL;D.F.;NUEVOS RUMBOS S.A.T.A.C.I.F.I.;LINEA 132;2108129;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.;LINEA 7;620754;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSP. SGTO. CABRAL;LINEA 102;704142;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.;LINEA 61;366332;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.;LINEA 62;341666;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTE NUEVE DE JULIO SAC.;LINEA 109;796831;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTES 27 DE JUNIO S.A.C.I.F.;LINEA 99;384226;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTES AUTOMOTORES CALLAO S.A.;LINEA 12;1624609;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;LINEA 115;707870;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTES COLEGIALES S.A.C.I.;LINEA 42;760446;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTES LOPE DE VEGA S.A.C.I.;LINEA 76;863161;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTES RIO GRANDE S.A.C.I.F.;LINEA 23;394108;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTES RIO GRANDE S.A.C.I.F.;LINEA 5;1004938;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTES SANTA FE S.A.C.I.;LINEA 39;1499555;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTES SESENTA Y OCHO S.R.L.;LINEA 68;1422532;201903
201512;COLECTIVO;NACIONAL;D.F.;TRANSPORTES SOL DE MAYO C.I.S.A.;LINEA 4;743904;201903
201512;COLECTIVO;NACIONAL;D.F.;VUELTA DE ROCHA S.A.T.C.I.;LINEA 64;939586;201903
201512;COLECTIVO;NACIONAL;S.G.I.;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;1265916;201903
201512;COLECTIVO;NACIONAL;S.G.I.;ALMAFUERTE S.A.T.A.C.I.;LINEA 55;1094430;201903
201512;COLECTIVO;NACIONAL;S.G.I.;AZUL S.A. DE TRANSPORTE AUTOMOTOR;LINEA 41;1071046;201903
201512;COLECTIVO;NACIONAL;S.G.I.;BERNARDINO RIVADAVIA S.A.T.A.;LINEA 113;964330;201903
201512;COLECTIVO;NACIONAL;S.G.I.;BERNARDINO RIVADAVIA S.A.T.A.;LINEA 63;878310;201903
201512;COLECTIVO;NACIONAL;S.G.I.;BUENOS AIRES BUS SOCIEDAD ANONIMA;LINEA 49;358378;201903
201512;COLECTIVO;NACIONAL;S.G.I.;BUS DEL OESTE S.A.;LINEA 97;448326;201903
201512;COLECTIVO;NACIONAL;S.G.I.;CARDENAS S.A. EMPRESA DE TRANSPORTES;LINEA 126;1252061;201903
201512;COLECTIVO;NACIONAL;S.G.I.;COMPA¥IA MICROOMNIBUS LA COLORADA SACI;LINEA 178;1566125;201903
201512;COLECTIVO;NACIONAL;S.G.I.;CONSULTORES ASOCIADOS ECOTRANS S.A.;LINEA 136;686865;201903
201512;COLECTIVO;NACIONAL;S.G.I.;CONSULTORES ASOCIADOS ECOTRANS S.A.;LINEA 153;222868;201903
201512;COLECTIVO;NACIONAL;S.G.I.;CONSULTORES ASOCIADOS ECOTRANS S.A.;LINEA 163;188362;201903
201512;COLECTIVO;NACIONAL;S.G.I.;CONSULTORES ASOCIADOS ECOTRANS S.A.;LINEA 174;619290;201903
201512;COLECTIVO;NACIONAL;S.G.I.;D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR;LINEA 101;1306372;201903
201512;COLECTIVO;NACIONAL;S.G.I.;D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR;LINEA 28;2266643;201903
201512;COLECTIVO;NACIONAL;S.G.I.;D.U.V.I. SOCIEDAD ANONIMA;LINEA 193;245247;201903
201512;COLECTIVO;NACIONAL;S.G.I.;D.U.V.I. SOCIEDAD ANONIMA;LINEA 86;818443;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EL NUEVO HALCON S.A.;LINEA 148;2427282;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EL PUENTE S.A.T.;LINEA 128;637397;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EL PUENTE S.A.T.;LINEA 158;491047;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EL PUENTE S.A.T.;LINEA 32;364788;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EL PUENTE S.A.T.;LINEA 75;265086;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.;LINEA 29;1081230;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EMP.DE TRANSP.MICROOMN.SAENZ PE¥A S.R.L.;LINEA 92;1420053;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.;LINEA 24;1194087;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EMPRESA ANTARTIDA ARGENTINA S.A.T.;LINEA 95;732764;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EMPRESA DE TRANSP. MARIANO MORENO S.A.;LINEA 36;523444;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A;LINEA 21;2224124;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EMPRESA DE TRANSPORTES 104 S.R.L.;LINEA 104;39709;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EMPRESA DE TRANSPORTES AMERICA S.A.C.I.;LINEA 105;831417;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EMPRESA LINEA 216 S.A.T.;LINEA 166;1159272;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.;LINEA 152;2497640;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EXPRESO GENERAL SARMIENTO S.A.;LINEA 176;2115419;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EXPRESO LOMAS S.A.;LINEA 112;311090;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EXPRESO LOMAS S.A.;LINEA 165;975078;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EXPRESO QUILMES S.A.;LINEA 98;2072440;201903
201512;COLECTIVO;NACIONAL;S.G.I.;EXPRESO SAN ISIDRO S.A.T.C.I.F.I.;LINEA 168;1306707;201903
201512;COLECTIVO;NACIONAL;S.G.I.;GENERAL PUEYRREDON S.A.T.C.I.;LINEA 110;1078120;201903
201512;COLECTIVO;NACIONAL;S.G.I.;GENERAL TOMAS GUIDO S.A.C.I.F.;LINEA 9;958383;201903
201512;COLECTIVO;NACIONAL;S.G.I.;GRUPO LINEA 179 S.A.;LINEA 179;458035;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LA CABA¥A S.A.;LINEA 172;597579;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LA CENTRAL DE VICENTE LOPEZ S.A.;LINEA 184;498761;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS;LINEA 180;2113311;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LINEA 10 S.A.;LINEA 10;783882;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LINEA 17 S.A.;LINEA 17;1197355;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LINEA 213 S.A. DE TRANSPORTE;LINEA 53;1374467;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LINEA 22 S.A.;LINEA 22;765621;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LINEA 71 S.A.;LINEA 71;1560206;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LOS CONSTITUYENTES S.A.T.;LINEA 111;637227;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LOS CONSTITUYENTES S.A.T.;LINEA 127;660842;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LOS CONSTITUYENTES S.A.T.;LINEA 78;731569;201903
201512;COLECTIVO;NACIONAL;S.G.I.;LOS CONSTITUYENTES S.A.T.;LINEA 87;866168;201903
201512;COLECTIVO;NACIONAL;S.G.I.;MAYO S.A.T.A.;LINEA 141;891920;201903
201512;COLECTIVO;NACIONAL;S.G.I.;MICRO OMNIBUS NORTE S.A.;LINEA 60;2706208;201903
201512;COLECTIVO;NACIONAL;S.G.I.;MICRO OMNIBUS QUILMES S.A.C.I. Y F.;LINEA 159;2213411;201903
201512;COLECTIVO;NACIONAL;S.G.I.;MICRO OMNIBUS SUR S.A.C.;LINEA 160;1532628;201903
201512;COLECTIVO;NACIONAL;S.G.I.;MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I;LINEA 59;1985181;201903
201512;COLECTIVO;NACIONAL;S.G.I.;MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.;LINEA 154;143611;201903
201512;COLECTIVO;NACIONAL;S.G.I.;MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.;LINEA 45;892677;201903
201512;COLECTIVO;NACIONAL;S.G.I.;MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.;LINEA 19;607175;201903
201512;COLECTIVO;NACIONAL;S.G.I.;NUDO S.A.;LINEA 150;708065;201903
201512;COLECTIVO;NACIONAL;S.G.I.;ROCARAZA S.A.;LINEA 146;799593;201903
201512;COLECTIVO;NACIONAL;S.G.I.;ROCARAZA S.A.;LINEA 31;1262005;201903
201512;COLECTIVO;NACIONAL;S.G.I.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 177;911625;201903
201512;COLECTIVO;NACIONAL;S.G.I.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 51;698854;201903
201512;COLECTIVO;NACIONAL;S.G.I.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 74;294792;201903
201512;COLECTIVO;NACIONAL;S.G.I.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 79;690911;201903
201512;COLECTIVO;NACIONAL;S.G.I.;SARGENTO CABRAL S.A.DE TRANSPORTE;LINEA 182;1372612;201903
201512;COLECTIVO;NACIONAL;S.G.I.;SOCIEDAD ANONIMA EXPRESO SUDOESTE;LINEA 85;1696176;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.;LINEA 2;975266;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.;LINEA 114;908329;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.;LINEA 133;715495;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.;LINEA 140;744582;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.;LINEA 143;509595;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE ESCALADA S.A.T.;LINEA 169;550610;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE ESCALADA S.A.T.;LINEA 175;406004;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE IDEAL SAN JUSTO S.A.;LINEA 185;436474;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE IDEAL SAN JUSTO S.A.;LINEA 96;1664696;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE LARRAZABAL C.I.S.A.;LINEA 117;1039933;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE LARRAZABAL C.I.S.A.;LINEA 161;1507148;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE LARRAZABAL C.I.S.A.;LINEA 188;968190;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTE LARRAZABAL C.I.S.A.;LINEA 20;464546;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES 1§ SEPTIEMBRE S.A.;LINEA 93;738264;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES 270 S.A.;LINEA 70;808125;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES ALMIRANTE BROWN S.A.;LINEA 33;1198339;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES AUTOMOTORES CALLAO S.A.;LINEA 124;795390;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;LINEA 100;1146496;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;LINEA 134;737607;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES AVENIDA BERNARDO ADER S.A.;LINEA 130;1087835;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES DEL TEJAR S.A.;LINEA 67;747125;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES LINEA 123 S.A.C.I.;LINEA 123;345136;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES LOPE DE VEGA S.A.C.I.;LINEA 135;708733;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES LOPE DE VEGA S.A.C.I.;LINEA 56;511263;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES LOPE DE VEGA S.A.C.I.;LINEA 91;922762;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES NUEVA CHICAGO C.I.S.A.;LINEA 80;1428647;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES QUIRNO COSTA S.A.C.I.;LINEA 103;815959;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES RIO GRANDE S.A.C.I.F.;LINEA 8;1006957;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES SAN CAYETANO S.A.C.;LINEA 1;451028;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TRANSPORTES SUR-NOR C.I.S.A.;LINEA 15;1891777;201903
201512;COLECTIVO;NACIONAL;S.G.I.;TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA;LINEA 181;714689;201903
201512;COLECTIVO;NACIONAL;S.G.I.;UNION TRANSPORTISTAS DE EMPRESAS SA;LINEA 46;711555;201903
201512;COLECTIVO;NACIONAL;S.G.II.;LA NUEVA METROPOL S.A.;LINEA 194;757888;201903
201512;COLECTIVO;NACIONAL;S.G.II.;LA NUEVA METROPOL S.A.;LINEA 195;298384;201903
201512;COLECTIVO;NACIONAL;S.G.II.;LINEA EXPRESO LINIERS S.A.I.Y C.;LINEA 88;729853;201903
201512;COLECTIVO;NACIONAL;S.G.II.;TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.;LINEA 129;1335194;201903
201512;COLECTIVO;NACIONAL;S.G.II.;TRANSPORTES ATLANTIDA S.A.C.;LINEA 57;1263682;201903
201512;COLECTIVO;PROVINCIAL;-;CONSULTORES ASOCIADOS ECOTRANS S.A.;LINEA 253;68582;201903
201512;COLECTIVO;PROVINCIAL;-;CONSULTORES ASOCIADOS ECOTRANS S.A.;LINEA 317;608583;201903
201512;COLECTIVO;PROVINCIAL;-;CONSULTORES ASOCIADOS ECOTRANS S.A.;LINEA 321;146954;201903
201512;COLECTIVO;PROVINCIAL;-;CONSULTORES ASOCIADOS ECOTRANS S.A.;LINEA 322;566393;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;1019363;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;291929;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 325;373811;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 378;1223705;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL;LINEA 283;1031074;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;CIA LA PAZ AMADOR MOURE SACIFIYA;LINEA 277;284848;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;COMPA¥ÖA DE OMNIBUS 25 DE MAYO LINEA 278;LINEA 239A;618665;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;COMPA¥ÖA DE OMNIBUS 25 DE MAYO LINEA 278;LINEA 278;1326982;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;COMPA¥ÖA DE OMNIBUS 25 DE MAYO LINEA 278;LINEA 281;547394;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;COMPA¥ÖA DE OMNIBUS 25 DE MAYO LINEA 278;LINEA 293B;303605;201903
201512;COLECTIVO;PROVINCIAL;U.P.A.;COMPA¥ÖA DE OMNIBUS 25 DE MAYO LINEA 278;LINEA 323;708062;201903
